,text,label,Emotions,Emotions_Label,cluster
184,while he was trying to stop testing lying about the virus undermining masks encouraging states to open against cdc guidelines and hosting super spreader events just stop jake its like giving hitler credit for not killing some people,masking and distancing,"[{'label': 'anger', 'score': 0.960294783115387}]",anger,1
185,it is unethical to mandate any vaccine that has not had proper safety testing period ,vaccination,"[{'label': 'disapproval', 'score': 0.9863265752792358}]",disapproval,0
186,vaccinated teacher and students will not need to wear masks next school year according to updated guidelines from the cdc how do you feel about the change or read more: ,masking and distancing,"[{'label': 'curiosity', 'score': 0.9944255352020264}]",curiosity,1
187,new cdc guidelines for school in the fall which i strongly believe were written by the teachers unions (that is why they endorsed them) are just brutal how can you tell a yearold to wear a mask and social distance it is child abuse and pure evil ,masking and distancing,"[{'label': 'anger', 'score': 0.6897312998771667}]",anger,1
188,will mandate vaccines for the armed service members will this administration require a... ,vaccination,"[{'label': 'curiosity', 'score': 0.98395836353302}]",curiosity,0
189,serum institute on reports of free vaccine shots in days for all is completely false and fake news... ,vaccination,"[{'label': 'disapproval', 'score': 0.9882726073265076}]",disapproval,0
190,how to stay optimistic that a vaccine for covid will soon be available for public consumption ,vaccination,"[{'label': 'curiosity', 'score': 0.9473051428794861}]",curiosity,0
191,the russian health ministry said on tuesday that the first batch of sputnik v vaccine has been produced for civilia... ,vaccination,"[{'label': 'neutral', 'score': 0.9858796000480652}]",neutral,0
192,although because the cdc says is a poor argument i do not think you are aware of what cdc guidelines for schools even say ,masking and distancing,"[{'label': 'disapproval', 'score': 0.9485957026481628}]",disapproval,1
193,if your kids are too young to be vaccinated how do you protect them from covid the cdc has updated its guidelines for schools and weve got advice for summer vacations and outings ,vaccination,"[{'label': 'curiosity', 'score': 0.6512418389320374}]",curiosity,1
194,this is not what we needed to hear right now looks like the wait will be a little longer than anticipated... ,vaccination,"[{'label': 'realization', 'score': 0.6376752853393555}]",realization,0
195, says he has the first long term and has tested it on his daughter ,vaccination,"[{'label': 'neutral', 'score': 0.9949394464492798}]",neutral,0
196,particularly sad handed amp the whn ot... ,vaccination,"[{'label': 'sadness', 'score': 0.9676294326782227}]",sadness,0
197,book ordered ultimate betrayal could trump rebrand putins ,vaccination,"[{'label': 'neutral', 'score': 0.9941204190254211}]",neutral,0
198,my guess = because the information chain has become such a clusterf*ck any decisionmakers rightfully scared of lawsuits want to be ultra if not stupidly safe from a legal standpoint even cdc changes guidelines at a rate that could cause whiplash testn wouldeny forever more,masking and distancing,"[{'label': 'annoyance', 'score': 0.411653608083725}]",annoyance,1
199,dr marsh: if you really look carefully at the guidelines from the cdc and the american academy of pediatrics they are really not that different cdc recommends that if people are fully vaccinated amp two weeks out they do not need to wear masks in classroom/,masking and distancing,"[{'label': 'neutral', 'score': 0.7831714153289795}]",neutral,1
200,planning to reopen your building or increase building usage following reduced operation be sure to follow cdc guidelines to ensure the water quality is safe visit to learn more or contact us at dwmconnect ,lockdown,"[{'label': 'caring', 'score': 0.9214105010032654}]",caring,1
201,watch: countries signed up to vaccines development programme the who has announced... ,vaccination,"[{'label': 'neutral', 'score': 0.9742117524147034}]",neutral,0
202,whose vaccine will you take ,vaccination,"[{'label': 'curiosity', 'score': 0.9614588022232056}]",curiosity,0
203,you will get same promise of free vaccine only in may ,vaccination,"[{'label': 'approval', 'score': 0.5955241322517395}]",approval,0
204,you might want to tell them they still need to mask up per cdc guidelines,masking and distancing,"[{'label': 'neutral', 'score': 0.9945408701896667}]",neutral,0
205,where r we disposing our used where r these ending up we humans r the real for... ,masking and distancing,"[{'label': 'curiosity', 'score': 0.8717361688613892}]",curiosity,0
206,now we can all laugh and cough as we like russia is here for us ,vaccination,"[{'label': 'neutral', 'score': 0.3826749324798584}]",neutral,0
207,hey genius there was fuck loads of data on it going back to the s they even did a fucking tv episode on it based on faucis cdc guidelines,,"[{'label': 'admiration', 'score': 0.540298581123352}]",admiration,1
208, is you even after getting govt handout ,vaccination,"[{'label': 'neutral', 'score': 0.9954610466957092}]",neutral,0
209,who in their right mind would want a rushed through and potentially unsafe vaccine another example of... ,vaccination,"[{'label': 'neutral', 'score': 0.9790753722190857}]",neutral,0
210,nepal precident announces of corona vaccine made by him ,vaccination,"[{'label': 'neutral', 'score': 0.8367239832878113}]",neutral,0
211,why will be given only to st ( i know it is a jumlaa) what crime have people of... ,vaccination,"[{'label': 'curiosity', 'score': 0.9482106566429138}]",curiosity,0
212,who to review russias covid vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.964727520942688}]",neutral,0
213, pursuit has to be for common good says common good is a rock he adds ,vaccination,"[{'label': 'neutral', 'score': 0.7062426805496216}]",neutral,0
214,actually wrong again i only read the scientific docs guidelines and who/cdc datasets that is the funny part it is all there for you to read that is the only confusing part what are you reading,,"[{'label': 'amusement', 'score': 0.9740809798240662}]",amusement,1
215,why does continue to promise a by the end of the year when the true experts say differently ,vaccination,"[{'label': 'neutral', 'score': 0.44930750131607056}]",neutral,1
216,if i ever tweet anything again this is the tweet to hearall others are subject to giggles and mockery this is... ,vaccination,"[{'label': 'amusement', 'score': 0.9670724868774414}]",amusement,1
217,it is a tactical statement by so that all state governments declare that the ,vaccination,"[{'label': 'neutral', 'score': 0.9680681824684143}]",neutral,0
218,he did it too late imo he was also wrong at the beginning along with the cdc guidelines which trump can put the blame on for being given bad information,masking and distancing,"[{'label': 'realization', 'score': 0.7667916417121887}]",realization,1
219,if vaccine is approved they have every intention of making it mandatory but by other means targeting the poor and... ,vaccination,"[{'label': 'approval', 'score': 0.8801928162574768}]",approval,0
220,dr rochelle walensky says the cdc is leaving it up to local officials to set guidelines for maskwearing as the highly contagious delta variant of the coronavirus surges in areas with low vaccination rates ,masking and distancing,"[{'label': 'neutral', 'score': 0.9651682376861572}]",neutral,1
221,putins daughter might have vaccinated but those who are claiming that a girl in that video(ss i shared) is putin... ,vaccination,"[{'label': 'neutral', 'score': 0.9971954822540283}]",neutral,0
222,i am scared too we do not have remote available and they are making vaccines and masks optional and removing size restrictions i wish they would just follow the cdc guidelines at least,masking and distancing,"[{'label': 'fear', 'score': 0.8873202800750732}]",fear,1
223,she did quantitatively among the worst in the nation almost every month of the pandemic she held a rally when the state had hundreds of cases declaring emergency next day ignored cdc guidelines put active cases with most vulnerable chose to mandate rather than educate ,lockdown,"[{'label': 'neutral', 'score': 0.4681643545627594}]",neutral,1
224,when something does not make logical sense like the guidelines from the cdc you know money is behind it,masking and distancing,"[{'label': 'neutral', 'score': 0.6440369486808777}]",neutral,1
225,russia have putin a lot of effort in this vaccine magical moments for all what do mean it does not have vodka in... ,vaccination,"[{'label': 'neutral', 'score': 0.7624186873435974}]",neutral,0
226,worlds largest vaccine manufacturer is from india ,vaccination,"[{'label': 'neutral', 'score': 0.6717709898948669}]",neutral,0
227,he was probably observing cdc guidelines does the man not get that he was the only one putting himself at risk by getting within feet of the guy,masking and distancing,"[{'label': 'neutral', 'score': 0.8036545515060425}]",neutral,1
228,india is known as pharmacy of the world more than manufacturing: indias homegrown covid vaccines could tran... ,vaccination,"[{'label': 'neutral', 'score': 0.9891098737716675}]",neutral,0
229,the union changed guidelines and the cdc published what they wanted that is a bit more than lobbying and transparency only through a foia request i genuinely like and respect teachers not in love with smarmy tactics,masking and distancing,"[{'label': 'neutral', 'score': 0.2615073621273041}]",neutral,1
230,over % of the covid hospitalizations in the last weeks have been unvaccinated if you are vaccinated the pandemic is over full stop the cdc says mask guidelines for kids wont be necessary when school starts in the fall you dont trust the science anymore,vaccination,"[{'label': 'curiosity', 'score': 0.8199574947357178}]",curiosity,1
231,first meeting of national expert group for vaccine administration chaired by vk paul and secretary... ,vaccination,"[{'label': 'neutral', 'score': 0.991688072681427}]",neutral,0
232,cdc travel guidelines: what you need to know ,masking and distancing,"[{'label': 'neutral', 'score': 0.9968023300170898}]",neutral,0
233,a taiwanesedeveloped has been given the goahead to start human trials from addimune corp it is t... ,vaccination,"[{'label': 'approval', 'score': 0.9853480458259583}]",approval,0
234,the idea that science is somehow pure and void of politics and that scientists should be held as righteous stewards... ,vaccination,"[{'label': 'neutral', 'score': 0.8734092712402344}]",neutral,0
235,"diagnostic pathology: open access announces special issue on therapeutic applications in covid
click here to s... ",,"[{'label': 'neutral', 'score': 0.9957013726234436}]",neutral,0
236,majority of stores in my town seem to have the sign if youre fully vaccinated masks are optional per cdc guidelines i told my kids soon theyll require proof of v to shop you can mark my words its fine,masking and distancing,"[{'label': 'approval', 'score': 0.7776300311088562}]",approval,1
237,pfizers inclusion of kids in covid vaccine trials is a sign of progress experts say via... ,vaccination,"[{'label': 'neutral', 'score': 0.9860137701034546}]",neutral,0
238,russia becomes first country to approve a covid vaccine meanwhile ,vaccination,"[{'label': 'neutral', 'score': 0.5545107126235962}]",neutral,0
239,president just announced that we have reached an agreement with moderna to manufacture and deliver million... ,vaccination,"[{'label': 'approval', 'score': 0.916226327419281}]",approval,0
240,pic is a quote from your website can you please explain to me what your plan is for chronic pain patients in mi who have been forced off their opioid meds due to misinterpreted cdc guidelines amp govt meddling between doctor amp patient i am trying to become more informed ,masking and distancing,"[{'label': 'curiosity', 'score': 0.964869499206543}]",curiosity,1
241,as the cdc continues to update guidelines for fully vaccinated and nonvaccinated individuals businesses are also regularly updating their mask requirements here are some of the latest developments: ,masking and distancing,"[{'label': 'neutral', 'score': 0.9363096356391907}]",neutral,1
242,a tampa federal judge gave a win to florida and governor ron desantis friday tossing out covid centers for disease control (cdc) cruise ship guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9319097399711609}]",neutral,0
243,for some reason desantis has fought against following cdc guidelines to contain the virus from the first now because of him local leaders cannot mandate masks amp social distancing as they did out of covid cases are from fl ,masking and distancing,"[{'label': 'neutral', 'score': 0.9626864194869995}]",neutral,1
244,out of an abundance of caution related to covid the san antonio immigration courts annex on st marys street is closed today june for cleaning consistent with cdc guidelines,lockdown,"[{'label': 'neutral', 'score': 0.968292236328125}]",neutral,1
245,lets spread more such positive news let us hope brings new hopes ,vaccination,"[{'label': 'optimism', 'score': 0.9920291304588318}]",optimism,0
246,the emergency is over governor cuomo says new yorks covid state of emergency expired tomorrow suggests still following federal cdc guidelines with regard to masks if unvaccinated ,masking and distancing,"[{'label': 'neutral', 'score': 0.9842218160629272}]",neutral,1
247,moving forward: pastor kiemba knowlin says jackson memorial temple will reopen after months following all cdc guidelines masks amp social distancing inside the building tomorrow there will be a parking lot service and the sanctuary will reopen / ,masking and distancing,"[{'label': 'neutral', 'score': 0.9819619059562683}]",neutral,1
248,deep dive into the race and the with worth the read ,vaccination,"[{'label': 'neutral', 'score': 0.5170618295669556}]",neutral,0
249,amp reasonably optimistic about but emphasise nothings certain in meant... ,vaccination,"[{'label': 'desire', 'score': 0.6682650446891785}]",desire,0
250, months ago the doctors and scientists told us a would take a year to months to produce and test... ,vaccination,"[{'label': 'neutral', 'score': 0.7631744742393494}]",neutral,0
251,step one: stop listening to fauci and the cdc their guidelines and standards change like the weather,masking and distancing,"[{'label': 'neutral', 'score': 0.8482507467269897}]",neutral,1
252,this is why they do not want our kids in schools yet if they make the flu vaccine mandatory the forever... ,vaccination,"[{'label': 'neutral', 'score': 0.9979682564735413}]",neutral,0
253,cdc updates guidelines to protect kids from covid in school plus: vacation tips ,masking and distancing,"[{'label': 'neutral', 'score': 0.9598792195320129}]",neutral,0
254,so will shove an unproven vaccine down americas throat for el... ,vaccination,"[{'label': 'neutral', 'score': 0.9832903146743774}]",neutral,0
255,if staff are fully vaxxed and theyre continuing to follow best practices and cdc guidelines thats very reassuring lots of other personal questions about familys health necessity of day care personal risk tolerance etc are all things i would weigh,vaccination,"[{'label': 'approval', 'score': 0.9703378081321716}]",approval,1
256,los angeles country california will keep masking testing in schools despite new cdc guidelines via ,masking and distancing,"[{'label': 'neutral', 'score': 0.9866227507591248}]",neutral,0
257,proper social distancing matters ,masking and distancing,"[{'label': 'neutral', 'score': 0.9985004663467407}]",neutral,0
258,can somebody please explain to me why we are not doing antibody testing ,vaccination,"[{'label': 'curiosity', 'score': 0.9819359183311462}]",curiosity,0
259,heres chancellor statement about new cdc school guidelines: the science shows that our rigorous multilayered approach has made our schools the safest places to be and we are reviewing the cdc guidance with our health experts,masking and distancing,"[{'label': 'approval', 'score': 0.9645571708679199}]",approval,1
260,given a chance in september will you take a shot of putins vaccine ,vaccination,"[{'label': 'curiosity', 'score': 0.9923861026763916}]",curiosity,0
261,so psyched to be participating in the pfizer covid phase trial one small step to see socially distanced loved... ,vaccination,"[{'label': 'excitement', 'score': 0.973166286945343}]",excitement,0
262, the covid vaccine challenge will only be solved by powerful finessed... ,vaccination,"[{'label': 'realization', 'score': 0.9504724144935608}]",realization,0
263,harry styles taylor swift haylor... ,,"[{'label': 'neutral', 'score': 0.9963577389717102}]",neutral,0
264, accepted cash app: $docnorm studies show morphine milligram equivalent (mme) used in cdc opioid guidelines are both bogus and unscientific: they must be repudiated ,,"[{'label': 'neutral', 'score': 0.9951962828636169}]",neutral,0
265,astrazeneca plc on tuesday said it has paused a latestage trial of one of the leading covid vaccine candidates... ,vaccination,"[{'label': 'neutral', 'score': 0.984635055065155}]",neutral,0
266,wtf do any of these people think they are overruling cdc guidelines or making decisions for anyone regarding medical information what is next are republicans going to accompany me to my annual physical and provide me you results fuck all of them,masking and distancing,"[{'label': 'anger', 'score': 0.9664978384971619}]",anger,1
267, whole world right now* ,vaccination,"[{'label': 'neutral', 'score': 0.9967858791351318}]",neutral,0
268,i would reject those wanting to go into safe areas since they failed to follow cdc guidelines,lockdown,"[{'label': 'approval', 'score': 0.6510114073753357}]",approval,0
269,i know the cdc guidelines say that fully vaccinated people do not need to wear masks but i am struggling with seeing so many people not wearing masks everywhere,masking and distancing,"[{'label': 'realization', 'score': 0.4442440867424011}]",realization,1
270,update: daily mail: scientists respond to death (october : hkt) ,vaccination,"[{'label': 'neutral', 'score': 0.9952049255371094}]",neutral,0
271,treat your patients doctors followed cdc guidelines and now i am in great pain amp on the floor for those doctors who choose to act with little thought heart and most importantly lack of fortitude to do what is right for their patients honor your oath treat ,masking and distancing,"[{'label': 'caring', 'score': 0.4864170253276825}]",caring,1
272,breaking : released worlds first said russian health ministry has approved vaccine... ,vaccination,"[{'label': 'neutral', 'score': 0.9598763585090637}]",neutral,0
273,some months ago i would people were dying horrible deaths it was from in which was the... ,vaccination,"[{'label': 'grief', 'score': 0.7063385248184204}]",grief,0
274,even though people appreciate the fast track / warp speed approach they are more concerned about the effectiveness... ,vaccination,"[{'label': 'neutral', 'score': 0.5945761203765869}]",neutral,0
275,when the cdc relaxed mask guidelines this year initially it was hoped that the revised guidance would encourage more people to get vaccinated its clear the message many americans heard was vaccinated or not masks were gone for good ,masking and distancing,"[{'label': 'optimism', 'score': 0.9898025393486023}]",optimism,1
276,the cdc is leaving it up to local officials to set maskwearing guidelines as the highly contagious delta variant spreads in areas with low vaccination rates ,masking and distancing,"[{'label': 'neutral', 'score': 0.7269797325134277}]",neutral,1
277,no immunity if that the case then the will never work it will be completely useless,vaccination,"[{'label': 'disapproval', 'score': 0.980718731880188}]",disapproval,0
278,want facts abt amp truth like md on he believes... ,vaccination,"[{'label': 'neutral', 'score': 0.9329397678375244}]",neutral,0
279,as falls below the handle amidst increased covid measures this morning the uk can at least be positiv... ,masking and distancing,"[{'label': 'neutral', 'score': 0.5980113744735718}]",neutral,0
280,you mean the precautions that lead to only testing non vaccinated players even though vaccinated players are transmitting covid to each other and k in the stands not following cdc guidelines but no big deal,vaccination,"[{'label': 'curiosity', 'score': 0.37175479531288147}]",curiosity,1
281,would not trust on safety of released before ,vaccination,"[{'label': 'disapproval', 'score': 0.9509444236755371}]",disapproval,0
282,also the problem with those who keep baying about losing their freedom because of covid restrictions is that they forget that rights and freedom come with responsibilities and we all have the responsibility of following cdc guidelines to keep us safe,masking and distancing,"[{'label': 'annoyance', 'score': 0.7035411596298218}]",annoyance,1
283,thanks amp for interview last week on prioritisation() ha... ,vaccination,"[{'label': 'gratitude', 'score': 0.9828665852546692}]",gratitude,0
284,most vaccines deliver a protein that covers the surface of the coronavirus and triggers the immune system to produc... ,vaccination,"[{'label': 'neutral', 'score': 0.9970748424530029}]",neutral,1
285,due to the competition in the we must estimate a market share for a made... ,vaccination,"[{'label': 'neutral', 'score': 0.9479469060897827}]",neutral,0
286,i do not understand these senators the cdc does not make law they issue guidelines anybody can reject them outright and nobody can force anybody to wear a mask against their will it is a violation of civil rights medical coercion that is the message ,masking and distancing,"[{'label': 'confusion', 'score': 0.7855479121208191}]",confusion,1
287,you still havent shown me a person that died from following cdc guidelines the current consensus is wearing a mask now is a good idea i can guarantee the cdc has save many more lives than its harmed during this pandemic,masking and distancing,"[{'label': 'approval', 'score': 0.9806986451148987}]",approval,1
288,/ the point is criticism of could make it withdraw the false promise as well as make other parties realize th... ,vaccination,"[{'label': 'realization', 'score': 0.9839633107185364}]",realization,0
289, drug companies pledged they will not submit vaccine candidates for fda review until their safety and efficacy is... ,vaccination,"[{'label': 'neutral', 'score': 0.8090614676475525}]",neutral,0
290,i had it the rd wk of february would not tcells be a way to tell if you had it that is why herd immunity was on who cdc etc guidelines not wait bend the curve then wait for a vaccine for herd immunity ,vaccination,"[{'label': 'neutral', 'score': 0.9865071773529053}]",neutral,1
291,all right mr grant cdc says up to school boards and districts for guidelines on masking are you going to fight for every child to be unmasked or are you going to go along and have them separated by vax vs unvaxed making some nd class citizens for an eua vaccine,masking and distancing,"[{'label': 'neutral', 'score': 0.6141083836555481}]",neutral,1
292,in the killed around in amp killed around in often younger people whi... ,vaccination,"[{'label': 'neutral', 'score': 0.8948485255241394}]",neutral,0
293,so then per cdc guidelines not required to quarantine,lockdown,"[{'label': 'neutral', 'score': 0.9906141757965088}]",neutral,0
294,how will be vaccinate the world source: design: mark hall ,vaccination,"[{'label': 'curiosity', 'score': 0.8173459768295288}]",curiosity,0
295,fwiw the cdc rules for biosafety permitted sars to be studied in bsl not saying that was right but certainly not unique to wiv nor anything nefarious if a group followed those guidelines and this is not my field but i am guessing cdc had reasons for that standard ,,"[{'label': 'neutral', 'score': 0.9223395586013794}]",neutral,1
296,cdc school guidelines: vaccinated teachers and students dont need masks cdc says | world news ,masking and distancing,"[{'label': 'neutral', 'score': 0.9788660407066345}]",neutral,0
297,funny how you ignored my request for proof that it went against cdc guidelines as far as mentioning trump if he didnt down play it like he did then none of it would have been necessary and it wouldnt have been that bad to begin with,masking and distancing,"[{'label': 'annoyance', 'score': 0.5241561532020569}]",annoyance,1
298,antimalarial drugs utilization adherence to malaria treatment guideline and awareness of the guideline among the h... ,,"[{'label': 'neutral', 'score': 0.9975583553314209}]",neutral,0
299,does russia have the cure for corona virus read here: ,vaccination,"[{'label': 'curiosity', 'score': 0.965349018573761}]",curiosity,0
0,putin after announcing ,vaccination,"[{'label': 'neutral', 'score': 0.9963685274124146}]",neutral,0
1,courtesy: wa ,vaccination,"[{'label': 'neutral', 'score': 0.9966813921928406}]",neutral,0
2, of the vaccines jared bought are expected to fail and trump refuses to join the global... ,vaccination,"[{'label': 'disapproval', 'score': 0.7327834963798523}]",disapproval,1
3,one day you will realize cdc guidelines magically aligned with teachers unions demands,masking and distancing,"[{'label': 'realization', 'score': 0.9956228137016296}]",realization,0
4,im far from lying current cdc guidelines is wearing a mask indoors and if you arent vaccinated is that wrong,masking and distancing,"[{'label': 'curiosity', 'score': 0.5205381512641907}]",curiosity,0
5,russias covid vaccine sputnikv might be released for civilian use this week says report ,vaccination,"[{'label': 'neutral', 'score': 0.9958508014678955}]",neutral,0
6,i dont see masks in fact my child was there...and we respected her decision not to wear a mask according to cdc guidelines we also respected the decision of others if they chose to wear one its that simple thats what we should instill in our children choice,masking and distancing,"[{'label': 'approval', 'score': 0.9886441230773926}]",approval,1
7,i am fully vaccinated unless cdc guidelines change i do not wear a mask,masking and distancing,"[{'label': 'approval', 'score': 0.94058758020401}]",approval,0
8,we ask every single person that walks in so we know if they need to wear a mask per ca and cdc guidelines if they are not willing to confirm/deny vaccination they are asked to leave this is not hard only in american can a lifesaving vaccine be made political congrats gqp,masking and distancing,"[{'label': 'gratitude', 'score': 0.8684923648834229}]",gratitude,1
9,will the sense touch k after a is released for unregulated sale in india,vaccination,"[{'label': 'curiosity', 'score': 0.733514666557312}]",curiosity,0
10,health ministry approval covid vaccine in russia ,vaccination,"[{'label': 'neutral', 'score': 0.9962917566299438}]",neutral,0
11, days of onam names | in kerala via ,,"[{'label': 'neutral', 'score': 0.9980054497718811}]",neutral,0
12,amazing review and insights from experts i highly recommend *cold storage *safety issues... ,vaccination,"[{'label': 'admiration', 'score': 0.6173983216285706}]",admiration,0
13,pretty sure the only people wearing masks right now are the vaccinated people the antivaxx people are also anti mask the cdc did a terrible job with their new mask guidelines,masking and distancing,"[{'label': 'approval', 'score': 0.4609828293323517}]",approval,1
14,these patients are slowly being tortured and then fully tortured when all off the meds i feel for all the cpp pts may god give them relief soon the cdc guidelines are changing within ayear it will be better for cpp,masking and distancing,"[{'label': 'caring', 'score': 0.31792065501213074}]",caring,1
15,safety amp efficacy of must follow science protocols not political pressure ,vaccination,"[{'label': 'neutral', 'score': 0.9679774641990662}]",neutral,0
16,unveils online platform to ease challenges ,vaccination,"[{'label': 'neutral', 'score': 0.7085364460945129}]",neutral,0
17,one reason the cdc mask guidelines are so reprehensible,masking and distancing,"[{'label': 'disgust', 'score': 0.9604825973510742}]",disgust,0
18,i love how all hes saying is that i dont believe in the science of vaccines the cdc guidelines or the rest of the country that is aligned with the cdc,vaccination,"[{'label': 'love', 'score': 0.9310958981513977}]",love,1
19,russia becomes first country to register a coronavirus vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.6770521402359009}]",neutral,0
20,chinas sinovac biotech plans to start a clinical trial of its experimental vaccine against the coronavirus disease... ,vaccination,"[{'label': 'neutral', 'score': 0.9792247414588928}]",neutral,0
21,that is what the mayor says but the city still is not following guidelines adh dr dillahas instruction to mask if vaccinated is not being followed by city employees it is in the cdc guidance for areas of high transmission too,masking and distancing,"[{'label': 'neutral', 'score': 0.5170671939849854}]",neutral,1
22,i follow cdc guidelines and am fully vaccinated and i am not a maga nut job but we have to start living again if you are afraid stay home bc businesses need to resume and get back to normal life,vaccination,"[{'label': 'approval', 'score': 0.7088555693626404}]",approval,1
23,hey care to explain why your board voted tonight to go against the cdc guidelines tonight what changed,masking and distancing,"[{'label': 'curiosity', 'score': 0.9957261085510254}]",curiosity,0
24,watchout today has an outbreak of five matching the us total on the last seconds... ,,"[{'label': 'excitement', 'score': 0.39224186539649963}]",excitement,0
25,after getting covid and waiting months (per cdc guidelines)... i finally got my st dose of the vaccine  ,vaccination,"[{'label': 'excitement', 'score': 0.9763458371162415}]",excitement,0
26,"must read summary of development major conclusion:
vaccine research for covid started before we e... ",vaccination,"[{'label': 'realization', 'score': 0.4360749423503876}]",realization,0
27,crewnys top priority remains the health and safety of our members we ask that you comply with all covid safety guidelines established by the cdc amp nyc health authorities including wearing a mask and maintaining safe distancing to ensure a safe and welcoming environment,masking and distancing,"[{'label': 'caring', 'score': 0.9887136816978455}]",caring,1
28,experience medicaid (aca) fights to not pay for pain medication (in accordance with cdcs guidelines on opioids experience pharmacies look at you as if your an addict cvs pharmacist said he could not fill prescription he takes aspirin and is fine popped fake,,"[{'label': 'neutral', 'score': 0.9947165846824646}]",neutral,0
29,this type of dishonest health communication is why so many americans do not trust public health officials do not pretend that the cdc is stating that vaccinated children should wear masks to bolster your guidelines just state honestly that california has a different policy,masking and distancing,"[{'label': 'annoyance', 'score': 0.7632812857627869}]",annoyance,1
30,mmmm no it does not the cdcs guidelines clearly state that it can be varied by location as needed so you lied just then ,masking and distancing,"[{'label': 'neutral', 'score': 0.546188235282898}]",neutral,0
31,this survivor just compared your agenda to ideology... ,vaccination,"[{'label': 'neutral', 'score': 0.9931457042694092}]",neutral,0
32,do they want reoutbreak of covid in the ships no it will not at least they need to follow the cdc guidelines,masking and distancing,"[{'label': 'curiosity', 'score': 0.7564080357551575}]",curiosity,1
33,bill gates on track to grow his fortune through foundations ties to vaccine makers  ,vaccination,"[{'label': 'curiosity', 'score': 0.27833348512649536}]",curiosity,0
34,what about our protection under phuck amp guidelines review from : our right to pain medications is the ,,"[{'label': 'neutral', 'score': 0.9242239594459534}]",neutral,0
35,latest update started last stage trials for an antibody medicine against wit... ,vaccination,"[{'label': 'neutral', 'score': 0.9820736646652222}]",neutral,0
36,people who are fully vaccinated can travel within the us according to updated cdc guidelines announced on friday ,vaccination,"[{'label': 'approval', 'score': 0.8074681162834167}]",approval,0
37,a federal appeals court panel sided with the cdc in its legal battle with florida over covid guidelines for cruise lines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9649847745895386}]",neutral,0
38, i trump forced vaccine in oct timeframe th... ,vaccination,"[{'label': 'neutral', 'score': 0.9971856474876404}]",neutral,0
39,is it a bad time to remind everyone that i am legend happened because a pharma company rushed out a vaccine so... ,vaccination,"[{'label': 'neutral', 'score': 0.4947136342525482}]",neutral,0
40,my pmd told me in that dea agent told him that they did not care who suffers or who commits suicide they are going to get these drugs off the streets he also told me that the direction for enforcing cdc guidelines came from rick scott who was governor of fl at that time,,"[{'label': 'neutral', 'score': 0.9867886900901794}]",neutral,1
41,masks are very effective ( ) and help slow infection rates the cdcs guidelines state that ppl fully vaxxed do not need to wear a mask (but this may change if delta becomes more prevalent) how many ppl do you think have died directly from the vaccine,masking and distancing,"[{'label': 'curiosity', 'score': 0.7114526629447937}]",curiosity,1
42,cdc releases updated guidelines for schools amid fall return,masking and distancing,"[{'label': 'neutral', 'score': 0.551498293876648}]",neutral,0
43,moderna +% on $b vaccine supply agreement with us government for initial m doses of mrna... ,vaccination,"[{'label': 'neutral', 'score': 0.9426432847976685}]",neutral,0
44,cdc just held a public meeting going over the opioid workgroups report on the drafyt prescribing guidelines a revision to the one heres pointing out the massive degree of conflicts of interest in the lead author roger chou ,,"[{'label': 'approval', 'score': 0.5587485432624817}]",approval,1
45,[flash of news] russia offers to help us with covid vaccine us says no qua l... ,vaccination,"[{'label': 'neutral', 'score': 0.9856336712837219}]",neutral,0
46,: bbt duniya ka pehla covid vaccine pehla shot to the daughter of putin ,vaccination,"[{'label': 'neutral', 'score': 0.8745412230491638}]",neutral,0
47,i do not understand how schools can make a decision that goes against the cdc recommendations of all unvaccinated people wearing a mask is there another school district nearby that you can send your kids to one that has covid guidelines that you are more comfortable with,masking and distancing,"[{'label': 'curiosity', 'score': 0.8992569446563721}]",curiosity,1
48,an experimental vaccine developed by chinas biotech appeared to be safe in providing protection against t... ,vaccination,"[{'label': 'approval', 'score': 0.77378910779953}]",approval,0
49,cdc updates guidelines to protect kids from covid in school ,masking and distancing,"[{'label': 'neutral', 'score': 0.8481660485267639}]",neutral,0
50,when you ask a politician about pot they will tell you more research is needed here poke her face ,vaccination,"[{'label': 'neutral', 'score': 0.9881523251533508}]",neutral,0
51,with its first shot given to vladimir putins daughter russia is now all set to unveil the corona vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.9055267572402954}]",neutral,0
52,i must have missed cdc guidelines that said you can go mask less on an airplane according to the ffa you still needed to wear one what makes you so special ,masking and distancing,"[{'label': 'realization', 'score': 0.534540057182312}]",realization,1
53,trust a ,vaccination,"[{'label': 'neutral', 'score': 0.8186976909637451}]",neutral,0
54,"will the:
rich
movie stars
singers
and select religions
still be immune to these rules ",vaccination,"[{'label': 'curiosity', 'score': 0.8173713684082031}]",curiosity,0
55,doctor failed parties cannot promise considering work towards this... ,,"[{'label': 'neutral', 'score': 0.641154408454895}]",neutral,0
56,i was driving today when i heard thebnew cdc guidelines about children getting back to school without masks and hepa filters etc because hey they probably wont die  what about lc what about their families i am so angry death isnt the only metric,masking and distancing,"[{'label': 'anger', 'score': 0.9565871357917786}]",anger,1
